R,M,D,alpha
1.3110125817058147,30.4223377329527,12001.788060194292,7.982255889299893
1.3150059597185113,30.244834446713494,283.9222931931917,2.6507238010028518
1.2839855460518048,32.67352379968686,7419.899315354281,0.7894008981771472
1.3127711864433207,29.6436471812205,6350.536864361983,9.605039665661826
1.2806067029312496,34.07338648461015,6350.536864361983,9.605039665661826
1.2936849910808683,31.955417390704557,7900.5987189268635,4.176708464324707
1.2925594973905452,32.07208673685947,6793.166825240883,4.176708464324707
1.3222039893286635,29.554939867237756,6793.166825240883,4.176708464324707
1.3413401501038595,27.87001860085917,6793.166825240883,4.176708464324707
1.3271577700017478,29.024394599134478,5529.345173685868,4.176708464324707
1.3471385903457993,26.951103706784497,5529.345173685868,4.176708464324707
1.2747753634488672,34.110526207255134,2700.115815003287,7.1072119895172206
1.293441793590361,32.701455540496056,2700.115815003287,7.1072119895172206
1.2623923710313165,35.552935860087636,2700.115815003287,7.1072119895172206
1.2767336565156333,34.30639887175634,2180.7658944131313,7.1072119895172206
1.2983430410623105,32.080102915561326,2180.7658944131313,7.1072119895172206
1.3210607778279897,29.754161295136548,2180.7658944131313,7.1072119895172206
1.3146608584709063,30.13296529978098,2180.7658944131313,7.1072119895172206
1.271807381901294,34.58322227662175,2180.7658944131313,7.1072119895172206
1.2774362174791598,34.14036581541896,2180.7658944131313,7.1072119895172206
1.3219893772373812,29.676336819540424,2180.7658944131313,7.1072119895172206
1.2926956136219003,31.837990562633543,2292.4534275595342,7.1072119895172206
1.3257804292439908,29.248089753187138,2292.4534275595342,7.1072119895172206
1.3257804292439908,29.248089753187138,2292.4534275595342,7.1072119895172206
1.3644573768520416,26.136555388631677,2292.4534275595342,7.1072119895172206
1.2622149782936505,35.314823909631855,2292.4534275595342,7.1072119895172206
1.3178206045595033,29.896626357221006,2265.837272447042,7.1072119895172206
1.3106807265089002,29.96511662092566,2265.837272447042,7.1072119895172206
1.309216917380857,29.921047163131156,2265.837272447042,7.1072119895172206
1.3177561223330787,30.037451579554507,2265.837272447042,7.1072119895172206
1.3162944307219195,29.661094425182508,2265.837272447042,7.1072119895172206
1.3115121039810897,29.944901378287526,2265.837272447042,7.1072119895172206
1.3135112641459257,30.21836276220463,2265.837272447042,7.1072119895172206
1.3314503930090091,28.134114964209324,2265.837272447042,7.1072119895172206
1.3588166127552903,26.69917675457228,2265.837272447042,7.1072119895172206
1.3591603172198432,26.58840472400937,2265.837272447042,7.1072119895172206
1.2823875345829638,33.21842316737245,2265.837272447042,7.1072119895172206
1.2842948729906984,33.12331373808871,2265.837272447042,7.1072119895172206
1.3088359911018406,30.62888160953671,2265.837272447042,7.1072119895172206
1.3001516364596313,31.48980253558333,2265.837272447042,7.1072119895172206
1.3014040189483278,31.548976920473752,2265.837272447042,7.1072119895172206
1.287129662738364,33.00664431547823,2265.837272447042,7.1072119895172206
1.2805772501848895,34.091273794031224,2265.837272447042,7.1072119895172206
1.2716782734383674,34.986796779303994,2265.837272447042,7.1072119895172206
1.3112470229892639,30.33443591183574,2265.837272447042,7.1072119895172206
1.3458706614747986,27.22487467646501,2265.837272447042,7.1072119895172206
1.3340260983429852,28.013118973274583,2265.837272447042,7.1072119895172206
1.2928059676707966,31.917583506791917,2265.837272447042,7.1072119895172206
1.3084289797051702,30.954082118135375,2265.837272447042,7.1072119895172206
1.3126840315896988,30.0042632944719,2265.837272447042,7.1072119895172206
1.3151377067575187,29.66239398648003,2265.837272447042,7.1072119895172206
1.3095528877512614,30.2689723808234,2265.837272447042,7.1072119895172206
1.3114698568545275,30.50101892952299,2265.837272447042,7.1072119895172206
1.3045887462042738,30.950897989643977,2265.837272447042,7.1072119895172206
1.282450908940946,33.16730070576005,2265.837272447042,7.1072119895172206
1.2727713991145173,34.2860232314769,2265.837272447042,7.1072119895172206
1.275425346267825,34.54214671256979,2265.837272447042,7.1072119895172206
1.2804384911107358,33.59453880553878,2265.837272447042,7.1072119895172206
1.2876105351367835,32.45871822080415,2265.837272447042,7.1072119895172206
1.295222071465617,31.68024678207989,2265.837272447042,7.1072119895172206
1.3214579134477316,29.596023266024247,2265.837272447042,7.1072119895172206
1.3075178013539646,30.827654658617337,2265.837272447042,7.1072119895172206
1.3043788049064797,30.482427322376864,2265.837272447042,7.1072119895172206
1.2983156059794787,31.10176107882428,2265.837272447042,7.1072119895172206
1.3190801382905366,28.987450483060602,2087.56912729483,7.1072119895172206
1.330207004630911,29.219253276740247,2087.56912729483,7.1072119895172206
1.2791027283817396,33.266042778228154,2087.56912729483,7.1072119895172206
1.2532829125590033,37.00388548810041,2087.56912729483,7.1072119895172206
1.2584186990179587,37.603850497968395,2087.56912729483,7.1072119895172206
1.2624030963697352,36.418956905281966,2087.56912729483,7.1072119895172206
1.3209600557321048,28.777037861895497,2087.56912729483,7.1072119895172206
1.2730998335241386,34.12898713763699,2087.56912729483,7.1072119895172206
1.2730998335241386,34.12898713763699,2087.56912729483,7.1072119895172206
1.3357865573037688,28.260725876545557,2087.56912729483,7.1072119895172206
1.315196028427339,29.822590374720896,2087.56912729483,7.1072119895172206
1.3128865512144925,30.744458747646753,2087.56912729483,7.1072119895172206
1.3092844739630634,30.470304462459026,2087.56912729483,7.1072119895172206
1.3271220114438929,28.82080560434349,2087.56912729483,7.1072119895172206
1.3228190479679285,29.17371416612422,2087.56912729483,7.1072119895172206
1.3124291256088,30.88826589359491,2087.56912729483,7.1072119895172206
1.2931493291764886,31.83788721612807,2087.56912729483,7.1072119895172206
1.2808132428570314,34.1679885410446,2087.56912729483,7.1072119895172206
1.2782671893079705,33.33824364475482,2087.56912729483,7.1072119895172206
1.2851955674600626,33.86575491807456,2087.56912729483,7.1072119895172206
1.2993010036542834,31.57873869577189,2087.56912729483,7.1072119895172206
1.3075409230239579,30.387343394857464,2087.56912729483,7.1072119895172206
1.309701809562834,30.805586929311534,2087.56912729483,7.1072119895172206
1.3033749072831367,30.58277943856264,2087.56912729483,7.1072119895172206
1.3405905417050372,27.625051743905342,2087.56912729483,7.1072119895172206
1.333327195059067,27.904644325518674,2087.56912729483,7.1072119895172206
1.3584677463101886,26.7764920739628,2087.56912729483,7.1072119895172206
1.3367022186875805,27.643040780778236,2087.56912729483,7.1072119895172206
1.3062412638787517,31.708340910667033,2087.56912729483,7.1072119895172206
1.2944200330305262,31.315630309162664,2087.56912729483,7.1072119895172206
1.2968082157956877,31.584662180439548,2109.805797444911,7.1072119895172206
1.308143114209917,30.975161183971846,2109.805797444911,7.1072119895172206
1.305164788375812,30.575784270543515,2109.805797444911,7.1072119895172206
1.3046908212674344,30.965599129891487,2109.805797444911,7.1072119895172206
1.292583733015171,32.132349551130176,2109.805797444911,7.1072119895172206
1.2958150150636947,32.17859922772314,2109.805797444911,7.1072119895172206
1.2875834792375451,32.43999347344819,2109.805797444911,7.1072119895172206
1.3499771145708461,26.375744292295156,2109.805797444911,7.1072119895172206
1.3271847821525171,28.513783815874273,2109.805797444911,7.1072119895172206
1.3306803304417358,28.54151555854975,2109.805797444911,7.1072119895172206
1.3098149160041013,29.751655482568673,2109.805797444911,7.1072119895172206
1.3163682634047527,30.14180005524361,2109.805797444911,7.1072119895172206
1.3118969945264216,30.1179936602542,2109.805797444911,7.1072119895172206
1.294251600477312,32.129327195919366,2109.805797444911,7.1072119895172206
1.3084143816751896,30.43348449558207,2109.805797444911,7.1072119895172206
1.326014790746258,28.61020997394161,2109.805797444911,7.1072119895172206
1.3293696576519154,29.01709297960059,2109.805797444911,7.1072119895172206
1.2847162742088338,33.37541405964899,2109.805797444911,7.1072119895172206
1.3109424212477327,29.99708206340176,2109.805797444911,7.1072119895172206
1.318793737228799,29.88529735896852,2109.805797444911,7.1072119895172206
1.3268155433977713,28.94100585689834,2109.805797444911,7.1072119895172206
1.3591525642953577,25.963902313534756,2109.805797444911,7.1072119895172206
1.3584725804946356,25.767840234582103,2109.805797444911,7.1072119895172206
1.3578013956247712,25.542440664870817,2109.805797444911,7.1072119895172206
1.346242136924534,27.347325637384877,2109.805797444911,7.1072119895172206
1.31420687785327,29.71817741077951,2109.805797444911,7.1072119895172206
1.31887024387738,29.62626860197269,2109.805797444911,7.1072119895172206
1.3299151845258261,28.596995609052048,2109.805797444911,7.1072119895172206
1.3394655181505446,28.229645758737128,2109.805797444911,7.1072119895172206
1.3114213613245986,30.28723437678453,1888.029306077071,7.1072119895172206
1.3221672517607532,29.402172753406795,1888.029306077071,7.1072119895172206
1.2999769013962872,31.62409801357672,1888.029306077071,7.1072119895172206
1.3088815565780083,30.655673602422052,1888.029306077071,7.1072119895172206
1.3034715671242434,31.303945154021314,1888.029306077071,7.1072119895172206
1.338758910298188,28.114543950809374,1704.115353851178,7.1072119895172206
1.302621291985925,31.25029946553131,1704.115353851178,7.1072119895172206
1.2991969000443906,32.0404080514541,1704.115353851178,7.1072119895172206
1.2993479416588056,31.987715304553284,1704.115353851178,7.1072119895172206
1.2890181555600824,32.98643358458417,1704.115353851178,7.1072119895172206
1.32076613510847,29.63008175743153,1704.115353851178,7.1072119895172206
1.318785880265043,29.71771125993573,1704.115353851178,7.1072119895172206
1.3039461115326396,31.331171403353213,1704.115353851178,7.1072119895172206
1.3048895130318303,31.12408278892512,1704.115353851178,7.1072119895172206
1.2900937630194467,32.35645649122398,1704.115353851178,7.1072119895172206
1.2822063361407978,33.23472674981736,1704.115353851178,7.1072119895172206
1.3237809239171037,28.84459470347675,1704.115353851178,7.1072119895172206
1.296003963209979,32.39875487957114,1704.115353851178,7.1072119895172206
1.3323611727112437,28.54948075677825,1831.1238521401774,7.1072119895172206
1.2880717283532772,32.40393677524192,1831.1238521401774,7.1072119895172206
1.2541878351037472,36.36724408895161,1831.1238521401774,7.1072119895172206
1.2579097899779483,36.61769537676754,1831.1238521401774,7.1072119895172206
1.354322553051842,26.440782597424597,1831.1238521401774,7.1072119895172206
1.2987743489903214,31.29006659430629,1831.1238521401774,7.1072119895172206
1.3139134399114214,30.235110174203204,1831.1238521401774,7.1072119895172206
1.3118189279884533,30.32671845545076,1831.1238521401774,7.1072119895172206
1.2848783374361956,33.31258228270485,1831.1238521401774,7.1072119895172206
1.2921618782003665,32.63322954190172,1831.1238521401774,7.1072119895172206
1.3002344353496835,31.955569322370014,1831.1238521401774,7.1072119895172206
1.3005205142613856,31.541911453722992,1831.1238521401774,7.1072119895172206
1.2912277051848708,32.852945921426375,1831.1238521401774,7.1072119895172206
1.2918381063796653,32.192364785982434,1831.1238521401774,7.1072119895172206
1.2907853433808099,32.123522402836905,1831.1238521401774,7.1072119895172206
1.3138194393876448,30.619087880491247,1831.1238521401774,7.1072119895172206
1.3107475780683693,30.02643994125859,1831.1238521401774,7.1072119895172206
1.328921010573753,29.171801514993998,1831.1238521401774,7.1072119895172206
1.2528595365429684,37.40507087433235,1831.1238521401774,7.1072119895172206
