R,K
1.2567151939158692,11.18734904682142
1.2575339422118332,10.987154478593062
1.2548093275636294,11.111352453748655
1.2231635798947653,12.57131799356527
1.311077786491731,9.177783960343765
1.3070374426042402,9.096268914640458
1.3084382313619738,9.121755758963264
1.3057545442518503,9.013082618154364
1.2937617504911414,9.392204213106705
1.3036972175454835,9.304845386361475
1.2963380116346608,9.506209017485608
1.2536848908752796,10.955911117543911
1.2311352991568119,12.202770549664091
1.2294578731225911,12.17685307817376
1.2154095775222293,13.530872088084402
1.2046558815098638,13.977465126933604
1.2550750098865586,11.230097992526833
1.2563338909615256,10.96382960407531
1.2415034491021208,11.621501965667633
1.226425646555889,12.435298837457111
1.2649253949226105,10.850067123116188
1.2325384182885573,12.28114628379069
1.223433276261018,12.731517036186448
1.2218956077273428,12.674270464263888
1.247655125570413,11.404453234391083
1.2750724256977664,10.195344794604031
1.2801103785889083,10.297346651002904
1.2197305358057615,13.11022103978333
1.1722728584828184,16.092967754536136
1.1707993363359435,16.099625734355488
1.1731532102800635,16.232780668371053
1.1679728324188854,17.57418513983696
1.165223530788732,17.54159762875657
1.1668704112202555,17.94740602374381
1.151239668782681,18.026123978021744
1.1687845194726276,17.533338568447473
1.1645348867105076,17.130696237476055
1.3146985634828974,8.942464605328436
1.3136534697227953,8.926531291421032
1.2702625044905225,10.526394645672136
1.2323408402090579,12.02454720163297
1.257794762814201,11.034349191503752
1.2421955518081398,11.90055339790279
1.2715622568399974,10.631868452659361
1.2715622568399974,10.631868452659361
1.2250711822015876,12.494972512416371
1.2286646622596322,12.998471879732156
1.220945493632515,12.74543125669474
1.2461104307006055,11.343286594104788
1.262204430348596,10.869784814791961
1.2867664426508734,9.933610643005638
1.2836555751776582,9.903579676686782
1.2502895030653347,11.513400104830906
1.2737793652087805,10.444229188355264
1.290237007006894,9.793300621992934
1.2101492572061046,13.268980769174743
1.2060598983021502,14.08192246810589
1.2027429628499986,13.850801128609778
1.2509389566548028,10.947275285886924
1.2364704206219266,11.753301043737626
1.2289444339806717,12.339935342581281
1.2359303385713774,12.177767724177645
1.2409058203333954,11.624136780257734
1.2400943451288182,11.644813869993351
1.2304109205911529,12.231476148379802
1.2371068126940752,12.408825550820577
1.2417143032081381,11.988340347969128
1.235994125513673,11.946396353497876
1.2371332633021468,12.145224482944956
1.2570314389881647,11.200595605628509
1.2655099846523474,10.720331052684857
1.246227935037221,11.547712134602689
1.2441745873138899,11.376345540696986
1.2490507609838268,11.547904600681345
1.2492706536080023,11.730444111323719
1.2464394608451397,11.608115177092815
1.22470867361852,12.598944879258303
1.2241526641545484,12.532057320375467
1.2485479466554348,11.028959887938258
1.225957816181865,12.310539335922991
1.282380277940878,9.984422330385277
1.2858661731750325,9.935355565445551
1.2560509261065598,11.041866554541677
1.2560509261065598,11.041866554541677
1.2327737951694486,12.193258987064874
1.2346134048535364,12.129460003583818
1.2997222215908637,9.459908640703402
1.2917206360875084,9.7656485837119
1.275445345871682,10.278231593563724
1.2238236464352295,12.712689273335522
1.2404958071675474,11.791909108785298
1.2171596402117024,13.167981552719544
1.2174273525346475,13.245506103377998
1.2893381448806889,10.00544700476702
1.2373072708242288,11.889908539325896
1.2361406875450553,11.785139000458997
1.2288222785889118,12.211781571985135
1.237567106275969,12.284995655925005
1.2989804590251974,9.324308371038047
1.2811372824408922,10.149119303085369
1.2758118973625383,10.220980075734495
1.2233745165100856,13.077970057775383
1.2199028326704138,13.083858197317312
1.20722610177767,13.525531582599355
1.2907916989071246,9.667005903324052
1.3074773806227469,9.522810592110002
1.3032045702093575,9.431724773691244
1.2771356623043697,10.015261193296693
1.2748448561672678,10.179899178863204
1.2865375836205781,9.83037051925605
1.2256460799745508,12.671384229804548
1.237195334125659,11.957914794364314
1.2276107399497715,12.339938008349046
1.2270427781263225,12.286507613214484
1.3137430579389537,9.091273523991598
1.3113017698587937,8.972689059723201
1.3117557952863856,8.848997478682051
1.289765379353447,9.842428495245233
1.2817277843819685,10.242953778965088
1.2806541470824613,10.17822269876603
1.2756925604817801,10.299985420287637
1.2079507655654584,13.881384993710627
1.200386115629233,14.117280337521994
1.2205229747452657,12.818921240572648
1.2779321388718416,10.043923232796747
1.272368569818553,10.111860651216203
1.280597645356538,9.973552707801172
1.2091723445890745,13.583372221673201
1.21465764817836,13.6433883076243
1.2079084976412395,13.266662836974547
1.2154071801891904,13.4289182171715
1.2169989497642997,13.467943142875734
1.232280224373869,12.452099823108806
1.2472824074084823,11.588432720395154
1.244424496334589,11.68035455227113
1.2243903753017253,12.408880352511098
1.2304798485105108,12.185213715810667
1.2560026060188278,11.175647368623356
1.2561119546426383,11.080080107349954
1.2051708737828584,14.02180477408401
1.2075366755949504,13.466563126221303
1.1982283844362855,14.250542679635716
1.3011633788453378,9.319567967466373
1.3184197953732004,9.109638395717171
1.332267286335301,8.66045566469094
1.3303986736132454,8.554369655070237
1.3256249290751354,8.65546414874445
1.320234067006223,8.759920116454687
1.3145045260671402,9.020781170389935
1.3098148997379386,9.066348433888594
1.3128727009554617,9.068393419898113
1.3110536989827415,9.011340159958836
1.3178675533250162,8.94474205345188
1.3118631776503138,8.96834367502903
1.2088716790208045,13.468779582851814
1.2097108226073534,13.524805349211377
1.2218918030099424,12.688006480734781
1.2115864706965416,13.207815128615366
1.2677846233161854,10.663487473172276
1.228693570304267,12.666554478259188
1.2291283828611939,12.3522836234822
1.2279342967735973,12.218938219594182
1.2362777697766107,12.383672452972949
1.2846945211386704,9.719246254436902
1.2846945211386704,9.719246254436902
1.2290944907173633,12.584350045618626
1.2279669338295789,12.4593506805772
1.259177701880936,11.048463064309457
1.2597099137155652,11.139256763322138
1.2744965356523565,10.521946983177342
1.2612829642559376,10.791538700252971
1.254126220008458,11.244439730663299
1.2615581171155401,10.687773164648036
1.2734224689263878,10.301519532178961
1.281854858565403,10.012997003162551
1.287430366819634,10.16322988294867
1.2819096155106464,9.741219076207392
1.2832148720494274,10.017666684281677
1.2341480052304215,11.660724464559232
1.258824163295535,10.956805359559278
1.2334954653596064,12.166202913514201
1.2745143869850182,10.330419325010954
1.1876115856956642,15.520543702724904
1.1844347520371554,15.478920298736664
1.2157116320118357,13.281373569997124
1.2757639546293664,10.13359294358551
1.2398324696792447,12.010833758927898
1.2491682698479618,11.72533918031488
1.2926573002572392,9.733627827617347
1.2039179805440072,13.843747476751242
1.2039370094025568,13.814881731755444
1.2031405843945135,13.787495153673774
1.2633583111243545,10.829416998556624
1.2623047392519322,10.710095085753062
1.2607113811070039,10.679055988025604
1.2504030319622008,11.026532495034985
1.254270477273551,11.175216512903566
1.1836128510927584,15.528470146614838
1.1926166520944104,14.790403399614831
1.3003941220605244,9.519657085938514
1.34819754102806,8.230536880147403
1.387524273401114,7.31439446268054
1.3974477298575803,6.989626484280576
1.3423862175478527,8.261808854259598
1.3243389218160218,8.814339048714562
1.2570814787861067,11.057670292425586
1.2027458897683843,14.095246015698136
1.2901546119343368,9.938241977394354
1.2365179614376467,12.076147921567172
1.2169502914374506,13.080059976454576
1.2628407160263508,10.53432398527483
1.217110091890254,12.98721952430561
1.2428637009350136,11.837991038978828
1.2546016941147484,11.27782321288704
1.2719355261662488,10.494285835156912
1.2210980888032648,12.74065716015238
1.2188776145055684,12.958587705188757
1.233817515658743,12.166054013331614
1.2636531324558578,10.63667392005369
1.269106652617864,10.70606966115007
1.2597244016715605,10.789478069934049
1.2609938625873618,10.918227268203081
1.2609938625873618,10.918227268203081
1.256014999317184,11.179736207912782
1.234768897775258,12.190873434491705
1.2373349641876317,12.259104960541025
1.235824697980812,12.212244622234191
1.236788364979109,12.04744304963407
1.2481250154356947,11.427365346989944
1.2027185534664127,14.32776113083436
1.2125153259825725,13.630024266056713
1.2317580276970597,12.15718288725801
1.3370672809458852,8.506187294216133
1.3383320202438496,8.508473509841549
1.3370446051442264,8.434742118398725
1.3394984417022728,8.486522708248303
1.3271859638007923,8.706921538403778
1.3140958232190274,8.883036701102798
1.3028446266084084,9.437023972436629
1.308050547167067,9.492051669988088
1.196070851030287,14.19720284048496
1.1968107516026822,14.499422579638335
1.2784657530633685,10.0804824578003
1.3010874640009877,9.187864780276426
1.3009470960823628,9.227689722647433
1.3271160494762297,8.727201801265915
1.3632938299254371,7.838959362513453
1.3646352177691219,7.939671354848428
1.352327731524431,7.769271785745779
1.3861762649209493,7.310859773976335
1.3800224767712173,7.235799172744256
1.2711970472175032,10.351141380503261
1.2723060165675135,10.389250237252705
1.247791815665411,11.432818588840702
1.2771873613016005,10.24872879015611
1.2771873613016005,10.24872879015611
1.2516302782895425,11.268488197577556
1.245674311041628,11.54894549628284
1.2735490316300093,10.414934342211009
1.2340335760107535,12.064730262637255
1.2456881739754102,11.512341124134329
1.2546912852820913,11.297212450213252
1.2545408844145227,11.296987932359137
1.2467251213052397,11.807093555946393
1.2661859381974225,10.865115744574847
1.2379723899109352,11.694158293907032
1.2448821967913735,11.845769780568338
1.209227636687421,13.381404369354952
1.237333823094407,11.881932279326874
1.2169972707835985,13.098148627084562
1.227691760121093,12.652890635172238
1.2873767333966561,9.974102450783949
1.3083770031902349,9.273977565221946
1.3068257226667463,9.322934896893537
1.3062521018277644,9.115613575258935
1.306051959614344,9.113518073330926
1.317141733962758,9.036225938037978
1.3045846104649583,9.423020284156614
1.2997578687797837,9.284270005544151
1.3070133241986694,9.352885206571425
1.2561807799961315,10.899164723826473
1.2562622981321083,11.213996889104216
1.259480349580968,10.990042243480218
1.2203767775012475,13.00280146012471
1.2164263273148999,12.766050058861858
1.2253623462058525,12.93786351913567
1.215154040517893,13.11885363888627
1.1873958931332917,15.343203150425227
1.1842525869656024,14.964089943706426
1.1861683718944642,15.124392076172306
1.1935909409382426,14.705788533106189
1.2151367489641163,13.63819711259385
1.2157743497058178,13.234181082034633
1.1958318990432308,14.540825698914434
1.199388364766283,14.320178163129311
1.3101772767455295,9.103548803331346
1.3102578337988071,9.091012002459777
1.1962259784517015,14.384427582500237
1.1965253663625328,14.478951149067331
1.2587464619443327,10.997689981842408
1.2565832943703523,10.690396660548748
1.2195481564463675,13.416413589937738
1.2467694688860071,11.725406445127478
1.2316648470423475,12.193725436473436
1.2329838434759974,12.386221100837624
1.2516984663825468,11.080563744804492
1.2512268553753139,11.653300006229218
1.2630770058634184,10.69517796855802
1.2675822465133428,10.537317787647241
1.2660913055277894,10.620179909219656
1.266478080482144,10.516525561898835
1.2691986570836389,10.578386557156755
1.2708361255216183,10.63453624481531
1.2752921296940138,10.450317042175621
1.2752921296940138,10.450317042175621
1.268794160032733,10.350718638481526
1.2576054708205457,10.847622496074857
1.2913170699423624,9.669996588610775
1.2871767395956788,9.458204053963412
1.2986729582863235,9.674234460596942
1.293340519030371,9.325796543194231
1.2756822765970306,10.299544225864809
1.3032472110710345,9.309799545176347
1.2825387491946485,10.1136546708971
1.1927269256034168,14.438461275854458
1.1955574752402243,14.47847248401431
1.1948815986712498,14.458427294996625
1.2156838338864688,13.299661171441533
1.2477822073722944,11.675701832774159
1.280627501710022,9.985022231967575
1.2864869085385278,10.00282807143757
1.2664492073979738,10.803930738433914
1.2520051809165915,10.878715654202255
1.2587578670682837,11.253526116805789
1.2768696897758918,10.132543723539953
1.2768696897758918,10.132543723539953
1.2456324209655347,11.65899117218508
1.2097024280673274,13.342685554223154
1.2179871256599366,13.294285942497774
1.2141080350321494,13.157757983202087
1.2630746148069976,10.442859361962283
1.2630746148069976,10.442859361962283
1.1984654224631037,14.384546307499868
1.1982102046783119,14.698399549598475
1.2046055349978109,13.958625266174504
1.2126900083760475,14.007454004650391
1.2107635105262848,13.79743937431927
1.2056765553543642,14.205161232543725
1.2031472494474331,13.887143720547387
1.3080838140184623,9.051986673206988
1.3024444159873063,9.227911335059233
1.2484702957307705,11.454962472972236
1.2637598901603275,10.633392032912418
1.2625599806786563,10.499235201103946
1.2622881632622969,10.883625142181016
1.2635436747368638,10.99468192020402
1.2284940406965732,12.712465235661307
1.2286156121281262,12.741557619649129
1.2192657042853599,13.070764184188175
1.259071795088363,10.94223141437206
1.2615705112906455,10.908208804783065
1.2484054651354097,11.678788465617187
1.2327806814386046,11.96361698957565
1.2692797975913905,10.572596544386126
1.2672268781110978,10.790717489327694
1.228209389978694,12.20433058652768
1.214392008598503,13.438627305305022
1.2196210670167063,13.05030823496192
1.3030484161166709,9.464454704362659
1.2968647527848365,9.388733922523018
1.2967096474815807,9.290426553449658
1.300243107596148,9.396194015636699
1.300243107596148,9.396194015636699
1.3010926607191993,9.405083722986074
1.2944432957591516,9.461530508484865
1.26408528498671,10.498401334974139
1.2118661814172156,13.853102759702349
1.2066032476003279,13.966444837229858
1.2041115791612578,13.58874033668905
1.2088262665150078,13.844205004327387
1.2078261945359383,13.82078206355347
1.2082305292833109,13.391921112940425
1.2126191643946533,13.535348124532332
1.2236530387255342,12.860489899671258
1.2257434417643691,12.475767460170305
1.2371832205241005,11.96199863227471
1.3355010478615201,8.577278071940212
1.3317144079970793,8.42403636091961
1.2362442254244423,11.767797867079826
1.2362442254244423,11.767797867079826
1.238308953941859,11.880731074679915
1.2450453078333967,11.604096375299404
1.2236178554494141,12.570967675582583
1.2412369771219354,11.786938449550318
1.2482965173353415,11.586975089994592
1.2546153299100866,11.249996327424599
1.2419991264187424,11.674146662249843
1.260451299863114,10.800412575996713
1.260451299863114,10.800412575996713
1.2468670792890073,11.740103791298596
1.2431928663339509,11.42868729209348
1.2432548032677961,11.909824815711211
1.2711650386622213,10.644235169964533
1.2830011037638487,9.943194065878423
1.285598489569301,9.96887522991191
1.2626873696880032,10.876148981315763
1.2383934611347667,11.714643927021172
1.2592158736426122,11.124933393910826
1.2120716138742196,13.70683986815328
1.2319805770010885,12.463136000865992
1.2673669551784805,10.524564080192075
1.250607495379606,11.487123866846346
1.218418200224915,12.560301352467501
1.2230643495485187,12.612603630621658
1.2199582261187343,12.57392976053537
1.270675400981181,10.522612460079895
1.2335289319173266,12.391172762202046
1.2627313401053295,10.911781155273356
1.2325374790492845,12.088690744139875
1.2305660966501293,12.06517949493831
1.2905360735221216,9.663587333657217
1.2284915734064625,12.216771508633258
1.2360289029030074,12.178428887640312
1.213379978792552,13.155868782863351
1.249948283287718,11.517506827471115
1.2107390200638366,13.342248590028335
1.1946543916772305,15.040788000025861
1.1956436702494344,14.209574689663485
1.2069699265336875,14.153834788930029
1.1996490246912668,15.152009742307676
1.2068099122622664,13.464579104430157
1.2068099122622664,13.464579104430157
1.2094204233352657,13.53086525462859
1.2061664602776077,13.560705172116878
1.2332272177626311,12.728942295716148
1.2213661958521447,12.872694293600334
1.229562124855464,12.41765041625706
1.1813125254005892,16.184932425682863
1.179704776267298,16.134201775468274
1.2912228058957496,9.823960864330013
1.2278351106197092,12.709647985907676
1.2190077007362148,13.179877404598496
1.3314621634618475,8.406369168126506
1.2482188273284265,11.457582675641337
1.2257188893165423,12.438536744206338
1.2256608754902845,12.479471758568767
1.2309640521695073,12.47218986261886
1.2471108633421744,11.403190062977966
1.2561997022147957,11.344537291192948
1.2455211098896275,11.55532074844593
1.2516824388362258,11.118588763475268
1.224397466598092,13.019894554286138
1.2091697918194448,13.891098294025605
1.2651217760915694,10.503130474570986
1.2369923363511321,12.319306680453598
1.2294195501490033,12.097322708011266
1.200456687162628,14.972546146569128
1.1981510757020486,14.877691493348811
1.2184709837043923,13.119687086375583
1.2166775438890203,13.049654933260069
1.2226132005445807,12.829640385053793
1.2565554761102662,11.14443708091968
1.2244410090752986,12.39535041794332
1.2194317096990799,13.249164423088372
1.214118883363198,13.577556365757163
1.2311334801065446,12.36208265387171
1.231937367082088,12.385934904346088
1.2327039925978929,11.73216664457496
1.2055244948114772,14.324991529011523
1.2548058711075571,11.032690686546939
1.254505307475273,10.995561107407752
1.2908620473778851,9.455168045768401
1.3099765933167322,9.171950296172426
1.2626883919329217,10.708550501744453
1.2245050177310788,12.902703272323773
1.25111250542598,11.428682179996207
1.2474896828727646,11.372260756226977
1.2509791649005462,11.42025214075076
1.23598564418131,11.849555298421162
1.2648776936614696,10.339988878523027
1.289493384617894,9.655538823261786
1.2890259089987215,9.482157266372399
1.29470463796943,9.718197805369513
1.29470463796943,9.718197805369513
1.2794055573494063,9.994067682896464
1.2773374570461373,10.380499560172002
1.2957301992374415,9.64465987417534
1.3052915963109817,9.157123485493601
1.335636055132847,8.446073861409767
1.3332800973185701,8.333322275709735
1.3331616629155134,8.427719357021314
1.335637573442424,8.500233955918164
1.3168567620431035,8.763187818142887
1.309153144251875,8.94823560220779
1.3024293119341073,9.047339712645808
1.350996975454038,7.796451399430821
1.1928375773088704,14.436265233194966
1.198060745954756,14.708959216179192
1.2033684925324248,14.404091826419826
1.2994985485507848,9.432236408289048
1.2917415988988068,9.516941597261573
1.253807545138967,11.349578139319398
1.2328273023088447,12.12951495570731
1.2565409427504253,11.073603370670066
1.2326008557016095,12.252914598350245
1.2449946165458234,11.566187704645206
1.2632916853871154,10.967204597118467
1.2143601651228972,13.871523545582546
1.20826641736071,13.721861361007548
1.1968027874703884,14.421444148437965
1.1958536340231465,14.570328009673515
1.1978401477666214,14.641670861490097
1.2086541147043592,13.71939742486364
1.2772563926868312,10.22091935676226
1.1984206790397884,13.86101412276993
1.240620936112749,11.391167114757918
1.25969435514318,10.922085967731526
1.2166042697437474,13.39480193604106
1.2139071802453538,13.333206085150655
1.2793282664232166,10.05109732972619
1.2813042940610717,10.107020861948781
1.2782230543739317,10.086262156261244
1.2847904102505596,9.90932662653277
1.2548269705360664,11.359610914415855
1.240057278108147,12.045255412867933
1.1791042972914993,16.556320964295793
1.178360980047937,16.592720450354033
1.1800267933975626,16.662579900496194
1.1727194674194592,16.29120658666191
1.2872783431971189,9.662996588050577
1.2881136030213167,9.601366254570792
1.2834196285770947,9.841752989339534
1.288623775164126,9.809868704721483
1.2503254042788505,11.515291938426092
1.2503254042788505,11.515291938426092
1.241653190059948,11.945095799641615
1.2316636199131343,12.475708075151902
1.249616448609789,11.531011664066316
1.241483472459984,11.52419134674861
1.2627163254843465,10.819029752593924
1.2658292958291906,10.894931176598854
1.2658292958291906,10.894931176598854
1.2281614803874437,12.877850406609088
1.2266438584228894,12.78067024901042
1.2341920087124079,11.948949219669398
1.199341942363694,13.603112354283272
1.2353470592930458,11.568450495145731
1.1988607031230543,15.117316893118206
1.187950365527453,14.654882119514419
1.2011347644893913,14.576824678246036
1.2132500916399778,13.473183120073955
1.2678126093559379,10.664312318840903
1.2732567746656762,10.388601899127352
1.2694667108685187,10.7432647756247
1.2830277652820545,10.043984052430144
1.2930861539015053,9.908194549113848
1.2625477125552793,10.678918796756289
1.2704108948867874,10.443957056893966
1.2999599945394222,9.461402413203064
1.2986634138771873,9.534548741584116
1.2931898137393372,9.542437981807636
1.2877664047497084,9.930737115771919
1.2189804502031292,13.087437031662486
1.1839089713937372,15.730848796439215
1.1839089713937372,15.730848796439215
1.1818590057108105,15.982091141157175
1.1844154965522435,15.211782532662799
1.190258132648632,15.231775328476273
1.1872704020062184,14.916448928222096
1.1842784409022895,15.95251424830541
1.2112754863939954,13.237747003347637
1.2174449962073437,12.723016939323134
1.1751274514982937,16.115265314095193
1.1780185067094355,16.123483989167525
1.1760160206081898,16.393117643047177
1.1698890607675394,16.878618084607847
1.1738064872759635,16.619556614595705
1.1857332419745525,15.546600333625204
1.1786181989164195,15.871269153121709
1.187552222447938,15.70099282420059
1.1954179300629506,14.735225894358841
1.1861170746652305,14.518228475271986
1.1750444065098635,16.318241556447983
1.1750444065098635,16.318241556447983
1.1763025109109344,16.32956524336255
1.1763025109109344,16.32956524336255
1.1741342315561059,16.171106642123267
1.1796143937623529,16.29060510889615
1.192169116171724,15.539335617902973
1.3239347456562722,8.451475128861901
1.336612741302572,8.49792813564486
1.3360671535298838,8.464576945706668
1.3202897007938594,8.738392922505543
1.3202897007938594,8.738392922505543
1.3234929462392304,8.775042347587844
1.3197481516667031,8.90145557799788
1.247260784839927,11.522089425099436
1.2050572281224494,13.78853828329138
1.2139411152520396,13.345924237427559
1.211875790857846,13.470077603520938
1.214158465251916,13.399835444755665
1.2693651592972521,10.486315215417958
1.2962735174108901,9.590857698301598
1.2862792215109409,9.752774121690704
1.2633030623011303,10.614731721742778
1.2101857868222436,13.722537359020851
1.2101857868222436,13.722537359020851
1.21020619402456,13.805800116396517
1.1908257013548127,14.833765588614481
1.2758067672684235,10.257392384802893
1.2758067672684235,10.257392384802893
1.2765092038404655,10.374677498143773
1.2777049855362528,10.391810216190512
1.2777798901894855,10.35189837296458
1.2777798901894855,10.35189837296458
1.268449947741622,10.790853681812067
1.2133216376248241,12.942517261336397
1.2159529246527236,12.936127202407173
1.20772424011505,13.798418487107382
1.2101267101613695,13.596260627628938
1.2554259571924462,11.113907166025916
1.2523163353992148,10.970520512995636
1.2041160103644901,13.86292006292098
1.2319762533815635,12.53436865920261
1.2297667444467406,12.446646471507908
1.19174352557631,14.898711148017252
1.192645647049699,14.869178111531966
1.234393078210685,12.364504463117616
1.237150607061271,12.208213803542073
1.2086687777518832,13.909186474816922
1.2041911747141794,13.783321926122749
1.1855300408149336,15.538919897486911
1.2103816796631957,13.741826526701704
1.2091768904107296,13.575572485139405
1.208442750938566,13.398661790158052
1.2106050385075289,13.513982273735568
1.2557978920622597,11.232699359644746
1.3306345603184255,8.601566559064596
1.3367689480876288,8.608482955609384
1.3380884253619703,8.61371049471151
1.2833490273252166,9.634512626792816
1.2824384559523132,9.681346972846253
1.2871152666407397,9.856144605287477
1.2670863771951941,10.584533466686642
1.2557548011396982,11.340972512865077
1.2643831456692263,10.949933021934058
1.2014435664254743,14.027266274729763
1.2447168622149603,11.713399604106074
1.2385299143071686,12.317740332141172
1.2509567646828588,11.15925373974925
1.2340848866707488,11.839438602176322
1.2013921641227188,13.73924213647214
1.2135368261342754,13.726592347467042
1.2210793625151288,13.068623679669548
1.2661200236987808,10.390538649310425
1.2727974891330285,10.524882235206155
1.2731548294150412,10.481374184288905
1.24372540894107,11.647106191838157
1.2270475682520448,12.055357481637909
1.2404610020632065,11.59388954159271
1.2399846037948419,11.628598004089325
1.254967796088354,11.324243537010496
1.2454440655347214,12.006843766320653
1.2424527259588427,11.914382725213743
1.1959718147084428,14.255298873930856
1.2037834376398275,13.604958638969316
1.2049394376648455,13.72656814194765
1.2107739044985792,13.71850651784981
1.2294793044180892,12.340030048959704
1.252235724739006,11.42753029069172
1.2378869718335879,11.839214208439403
1.2307968563617258,12.027572547626809
1.2378312744625644,12.27021066381661
1.2342417572375683,11.961236795985267
1.2354970045282472,12.387966119106416
1.2468946780436938,11.323164925824681
1.2341369324540843,11.98468893493152
1.2520356416007952,11.225193560294619
1.2527209628621623,11.117913058283513
1.2516092087088253,11.056443604451422
1.2273770950260783,12.599859144237342
1.2191479647401788,12.886103647224358
1.2720781796177583,10.441181444391693
1.2482528272375994,11.264851308308431
1.3583496835567357,7.972765271727911
1.3492515852504186,8.100016163474796
1.3185342586542883,8.889834479767531
1.3007305972282635,9.254453200488967
1.3247662994605192,8.870173316170142
1.2943241026621606,9.646021593415204
1.278908139482357,9.927336986591222
1.2502750309621762,11.487531383844138
1.2463665871020764,11.429706550498175
1.223714418296365,12.654750950069099
1.2404950687991436,12.169922082732949
1.2792239043655267,10.340294489950594
1.3117111751120563,9.307954115160898
1.3006948543153418,9.426353609002568
1.3006948543153418,9.426353609002568
1.241707932770731,11.919895027578516
1.2379975703637542,11.755947865686357
1.208591918826663,14.083102483305
1.227321365735048,12.942827945226208
1.2183710197280448,12.663492264718828
1.182896527476864,16.081566517870336
1.189656000534354,14.81298576338591
1.1900689927676034,14.694516114816325
1.2175096760069772,13.613736834298283
1.2718424919061495,10.428911122215673
1.2524635445230101,11.20902622593906
1.251890852599204,11.325594902721837
1.2548476658979704,11.45300574660044
1.2897692406833656,9.739055950440854
1.2924700210915228,9.776013462823801
1.2950071359505944,9.555788232734505
1.230522233466278,12.037598265908635
1.2123472426332762,13.046260839399674
1.2399400889341126,12.062265651524426
1.2719164577928135,10.295704748568454
1.2633110428347374,10.762076571582433
1.206870066548574,13.731854406618835
1.2077707205102346,13.73815072181462
1.2073602223382327,13.510773242347803
1.2137076784878131,13.098765544466545
1.2812762889503266,9.914080697679722
1.2860535392619052,9.837025671730494
1.2869357977418576,9.816366364033653
1.2815281205653908,10.132445352350572
1.2813060331520911,10.14366468919861
1.2738076610508853,10.377955700468656
1.2277345360601015,12.6173513625197
1.2249651041294236,12.593771234814856
1.242882709335288,11.374624982120528
1.2279382073707843,12.902342684402443
1.2268197495848796,12.679663893036343
1.2441360883760972,11.546594967103903
1.1985684384491349,14.553186194541645
1.1921933103064126,15.23712501995018
